project_id,project_start_date,project_end_date,type_of_project,project_status,reporter_id,approver_id,CLIENT_ID,tech_coe,proposition_coe,is_active_project,is_overrunning,days_until_end,ramp_down_window,tech_coe_primary
CLIENT_127_029,01-02-2019,31-12-2025,BAU Activity,COMPLETE,EMP39,EMP39,CLIENT_127,,,False,False,-178,none,
CLIENT_105_002,07-02-2022,31-05-2022,Client Project,COMPLETE,EMP308,EMP233,CLIENT_105,,,False,False,-1488,none,
CLIENT_58_004,17-05-2019,30-08-2019,Client Project,COMPLETE,EMP533,EMP533,CLIENT_58,,,False,False,-2493,none,
CLIENT_39_028,24-01-2022,22-07-2022,Client Project,COMPLETE,EMP173,EMP173,CLIENT_39,,,False,False,-1436,none,
CLIENT_117_003,04-11-2020,31-01-2022,Client Project,COMPLETE,,EMP233,CLIENT_117,,,False,False,-1608,none,
CLIENT_279_001,07-07-2021,07-09-2021,Client Project,COMPLETE,EMP408,EMP233,CLIENT_279,,,False,False,-1754,none,
CLIENT_197_004,17-10-2022,21-10-2022,Client Project,COMPLETE,EMP385,EMP233,CLIENT_197,,,False,False,-1345,none,
CLIENT_451_001,03-12-2021,27-05-2022,Client Project,COMPLETE,EMP474,EMP474,CLIENT_451,,,False,False,-1492,none,
CLIENT_127_008,05-09-2022,31-12-2030,BAU Activity,ACTIVE,EMP704,EMP704,CLIENT_127,,,True,False,1648,none,
CLIENT_9_026,01-01-2020,31-12-2022,Internal Project,COMPLETE,EMP958,EMP749,CLIENT_9,,,False,False,-1274,none,
CLIENT_5_004,01-10-2020,30-09-2021,Client Project,COMPLETE,EMP263,,CLIENT_5,,,False,False,-1731,none,
CLIENT_361_001,20-06-2022,29-07-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_361,,,False,False,-1429,none,
CLIENT_9_056,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1527,none,
CLIENT_127_030,01-02-2019,31-12-2025,BAU Activity,COMPLETE,EMP39,EMP39,CLIENT_127,,,False,False,-178,none,
CLIENT_9_156,02-10-2022,18-11-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1317,none,
CLIENT_365_003,06-05-2024,14-05-2024,Client Project,COMPLETE,EMP62,EMP68,CLIENT_365,Data Engineering,Core Reporting,False,False,-774,none,Data Engineering
CLIENT_452_001,01-07-2019,30-09-2019,Client Project,COMPLETE,EMP821,EMP9,CLIENT_452,,,False,False,-2462,none,
CLIENT_141_004,18-11-2024,24-11-2024,Client Project,COMPLETE,EMP1036,EMP952,CLIENT_141,BI and Reporting,Exit Support,False,False,-580,none,BI and Reporting
CLIENT_176_001,20-01-2024,27-06-2024,Client Project,COMPLETE,EMP684,EMP791,CLIENT_176,,Exit Support,False,False,-730,none,
CLIENT_192_003,27-10-2025,18-01-2026,Client Project,COMPLETE,EMP937,EMP654,CLIENT_192,BI and Reporting;Data Engineering,Core Reporting,False,False,-160,none,BI and Reporting
CLIENT_9_117,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1415,none,
CLIENT_273_003,22-12-2024,12-04-2025,Client Project,COMPLETE,EMP661,EMP426,CLIENT_273,,Core Reporting,False,False,-441,none,
CLIENT_146_006,12-01-2026,13-04-2026,Client Project,COMPLETE,EMP679,EMP393,CLIENT_146,Data Engineering;Full Stack Engineering,Core Reporting,False,False,-75,none,Data Engineering
CLIENT_9_194,01-01-2024,31-12-2024,Internal Project,PROPOSE,EMP535,EMP791,CLIENT_9,,,False,False,-543,none,
CLIENT_453_003,17-02-2025,30-09-2025,Client Project,COMPLETE,EMP436,EMP436,CLIENT_453,BI and Reporting,Value Creation,False,False,-270,none,BI and Reporting
CLIENT_9_242,05-02-2025,23-01-2026,Internal Project,COMPLETE,EMP233,EMP490,CLIENT_9,,,False,False,-155,none,
CLIENT_9_265,01-08-2025,28-11-2025,Internal Project,COMPLETE,EMP357,EMP357,CLIENT_9,,,False,False,-211,none,
CLIENT_292_009,16-08-2021,27-08-2021,Client Project,COMPLETE,EMP22,EMP233,CLIENT_292,,,False,False,-1765,none,
CLIENT_86_006,18-04-2022,22-07-2022,Client Project,COMPLETE,EMP1036,EMP535,CLIENT_86,,,False,False,-1436,none,
CLIENT_319_003,18-07-2022,28-08-2022,Client Project,COMPLETE,EMP308,EMP438,CLIENT_319,,,False,False,-1399,none,
CLIENT_128_002,11-12-2020,08-01-2021,Client Project,COMPLETE,EMP173,EMP173,CLIENT_128,,,False,False,-1996,none,
CLIENT_53_012,01-07-2023,31-12-2023,Client Project,COMPLETE,EMP973,EMP569,CLIENT_53,,Managed Services,False,False,-909,none,
CLIENT_279_004,23-02-2026,01-06-2026,Client Project,COMPLETE,EMP346,EMP762,CLIENT_279,Data Engineering,Core Reporting,False,False,-26,none,Data Engineering
CLIENT_153_003,19-06-2023,13-10-2023,Client Project,COMPLETE,EMP557,EMP438,CLIENT_153,,Core Reporting,False,False,-988,none,
CLIENT_363_005,03-02-2025,16-01-2026,Managed Services,COMPLETE,EMP903,EMP904,CLIENT_363,Data Engineering,Managed Services,False,False,-162,none,Data Engineering
CLIENT_128_001,16-03-2020,19-06-2020,Client Project,COMPLETE,EMP533,EMP533,CLIENT_128,,,False,False,-2199,none,
CLIENT_39_052,07-06-2023,13-06-2023,Client Project,COMPLETE,EMP768,EMP768,CLIENT_39,,,False,False,-1110,none,
CLIENT_42_012,01-01-2024,31-07-2024,Client Project,COMPLETE,EMP314,EMP346,CLIENT_42,,Exit Support,False,False,-696,none,
CLIENT_43_005,09-08-2020,31-12-2020,Client Project,COMPLETE,,,CLIENT_43,,,False,False,-2004,none,
CLIENT_454_001,07-05-2024,25-06-2024,Client Project,COMPLETE,EMP754,EMP288,CLIENT_454,Analytical Engineering,Core Reporting,False,False,-732,none,Analytical Engineering
CLIENT_9_273,01-06-2026,29-06-2026,Client Project,DEAL WON,EMP359,EMP665,CLIENT_9,Data Engineering;BI and Reporting;Consulting;TechOps and Automation,Due Diligence,True,False,2,30_days,Data Engineering
CLIENT_172_004,26-05-2025,30-11-2025,Client Project,COMPLETE,EMP907,EMP559,CLIENT_172,BI and Reporting,Core Reporting,False,False,-209,none,BI and Reporting
CLIENT_259_001,06-01-2025,31-01-2025,Client Project,COMPLETE,EMP836,EMP233,CLIENT_259,BI and Reporting;Data Engineering,Core Reporting,False,False,-512,none,BI and Reporting
CLIENT_38_002,09-01-2025,09-04-2025,Client Project,COMPLETE,EMP833,EMP973,CLIENT_38,BI and Reporting;Data Engineering;Consulting,Core Reporting,False,False,-444,none,BI and Reporting
CLIENT_9_203,13-05-2024,12-05-2025,Client Project,COMPLETE,EMP836,EMP333,CLIENT_9,,Other,False,False,-411,none,
CLIENT_9_020,01-01-2020,31-12-2022,Internal Project,COMPLETE,EMP958,EMP263,CLIENT_9,,,False,False,-1274,none,
CLIENT_171_006,25-01-2023,31-01-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_171,,,False,False,-1243,none,
CLIENT_39_027,12-01-2022,14-01-2022,Client Project,COMPLETE,EMP474,EMP474,CLIENT_39,,,False,False,-1625,none,
CLIENT_455_001,11-04-2022,31-07-2022,Client Project,COMPLETE,,EMP233,CLIENT_455,,,False,False,-1427,none,
CLIENT_117_010,12-06-2023,04-08-2023,Client Project,COMPLETE,EMP308,EMP308,CLIENT_117,,,False,False,-1058,none,
CLIENT_98_006,12-12-2022,03-03-2023,Client Project,COMPLETE,EMP492,EMP98,CLIENT_98,,Managed Services,False,False,-1212,none,
CLIENT_9_005,01-01-2019,31-12-2021,Internal Project,COMPLETE,EMP801,EMP801,CLIENT_9,,,False,False,-1639,none,
CLIENT_46_006,04-02-2025,31-07-2025,Client Project,COMPLETE,EMP596,EMP596,CLIENT_46,BI and Reporting,Managed Services,False,False,-331,none,BI and Reporting
CLIENT_27_003,06-10-2025,31-08-2026,Managed Services,ACTIVE,EMP357,EMP357,CLIENT_27,Data Engineering;Data Science & ML,Managed Services,True,False,65,90_days,Data Engineering
CLIENT_208_002,20-11-2023,31-10-2025,Managed Services,COMPLETE,EMP747,EMP761,CLIENT_208,,Managed Services,False,False,-239,none,
CLIENT_9_170,28-08-2023,30-09-2025,Client Project,COMPLETE,EMP301,EMP215,CLIENT_9,,,False,False,-270,none,
CLIENT_20_015,06-02-2023,04-08-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_20,,,False,False,-1058,none,
CLIENT_380_002,05-01-2026,16-03-2026,Client Project,COMPLETE,EMP27,EMP882,CLIENT_380,Consulting;BI and Reporting;Data Engineering,Core Reporting,False,False,-103,none,Consulting
CLIENT_130_001,04-11-2024,29-11-2024,Client Project,COMPLETE,EMP210,EMP445,CLIENT_130,Data Engineering,Data Advisory,False,False,-575,none,Data Engineering
CLIENT_9_172,28-08-2023,31-12-2025,Client Project,COMPLETE,EMP492,EMP490,CLIENT_9,,,False,False,-178,none,
CLIENT_112_001,02-01-2020,06-03-2020,Client Project,COMPLETE,EMP821,EMP821,CLIENT_112,,,False,False,-2304,none,
CLIENT_76_002,16-02-2025,23-05-2025,Client Project,COMPLETE,EMP668,EMP398,CLIENT_76,BI and Reporting;Data Engineering,Core Reporting,False,False,-400,none,BI and Reporting
CLIENT_49_004,30-03-2025,08-05-2025,Client Project,COMPLETE,EMP320,EMP535,CLIENT_49,BI and Reporting,Core Reporting,False,False,-415,none,BI and Reporting
CLIENT_9_102,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1415,none,
CLIENT_456_001,15-06-2026,03-08-2026,Client Project,SOW PENDING SIGNATURE,EMP152,EMP1000,CLIENT_456,Consulting,Data Advisory,False,False,37,none,Consulting
CLIENT_89_001,11-12-2024,07-01-2025,Client Project,COMPLETE,EMP688,EMP244,CLIENT_89,Consulting,Exit Support,False,False,-536,none,Consulting
CLIENT_42_013,18-01-2024,21-02-2024,Client Project,COMPLETE,EMP661,EMP338,CLIENT_42,,Exit Support,False,False,-857,none,
CLIENT_21_004,31-03-2021,02-07-2021,Client Project,COMPLETE,EMP263,,CLIENT_21,,,False,False,-1821,none,
CLIENT_45_001,28-07-2019,07-09-2019,Client Project,COMPLETE,EMP385,EMP385,CLIENT_45,,,False,False,-2485,none,
CLIENT_457_002,04-05-2026,29-06-2026,Client Project,ACTIVE,EMP692,EMP348,CLIENT_457,Data Engineering,Core Reporting,True,False,2,30_days,Data Engineering
CLIENT_123_008,17-01-2025,30-01-2025,Client Project,COMPLETE,EMP1036,EMP973,CLIENT_123,Data Engineering,Exit Support,False,False,-513,none,Data Engineering
CLIENT_191_004,11-08-2022,14-10-2022,Client Project,COMPLETE,EMP173,EMP161,CLIENT_191,,,False,False,-1352,none,
CLIENT_9_077,02-05-2022,10-06-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1478,none,
CLIENT_39_042,03-08-2020,31-10-2020,Client Project,COMPLETE,EMP474,EMP474,CLIENT_39,,,False,False,-2065,none,
CLIENT_177_004,25-11-2024,31-05-2025,Client Project,COMPLETE,EMP754,EMP675,CLIENT_177,Data Engineering,Core Reporting,False,False,-392,none,Data Engineering
CLIENT_226_002,09-06-2025,21-09-2025,Client Project,COMPLETE,EMP836,EMP98,CLIENT_226,BI and Reporting;Consulting,Core Reporting,False,False,-279,none,BI and Reporting
CLIENT_419_002,09-02-2026,27-03-2026,Client Project,COMPLETE,EMP609,EMP161,CLIENT_419,Data Engineering;BI and Reporting,Core Reporting,False,False,-92,none,Data Engineering
CLIENT_183_005,27-04-2026,11-05-2026,Client Project,DEAL WON,EMP974,EMP194,CLIENT_183,Data Engineering;Consulting;BI and Reporting;Full Stack Engineering,Core Reporting,True,False,-47,30_days,Data Engineering
CLIENT_175_003,03-03-2025,16-05-2025,Client Project,COMPLETE,EMP333,EMP971,CLIENT_175,BI and Reporting;Data Engineering,Core Reporting,False,False,-407,none,BI and Reporting
CLIENT_208_004,08-01-2024,10-01-2024,Client Project,COMPLETE,EMP747,EMP271,CLIENT_208,,Data and Reporting,False,False,-899,none,
CLIENT_23_009,11-11-2024,08-12-2024,Client Project,COMPLETE,EMP306,,CLIENT_23,Consulting,Data Advisory,False,False,-566,none,Consulting
CLIENT_43_020,04-07-2022,31-10-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_43,,,False,False,-1335,none,
CLIENT_64_001,07-07-2025,19-09-2025,Client Project,COMPLETE,EMP732,EMP215,CLIENT_64,BI and Reporting,Core Reporting,False,False,-281,none,BI and Reporting
CLIENT_72_015,09-02-2026,09-03-2026,Client Project,COMPLETE,EMP4,EMP64,CLIENT_72,BI and Reporting,Value Creation,False,False,-110,none,BI and Reporting
CLIENT_80_002,31-07-2023,06-10-2023,Client Project,COMPLETE,EMP1036,EMP636,CLIENT_80,,Core Reporting,False,False,-995,none,
CLIENT_292_008,06-05-2019,27-02-2020,Client Project,COMPLETE,EMP474,EMP474,CLIENT_292,,,False,False,-2312,none,
CLIENT_88_006,03-03-2023,14-04-2023,Client Project,COMPLETE,EMP937,EMP937,CLIENT_88,,,False,False,-1170,none,
CLIENT_28_010,01-09-2021,30-09-2021,Client Project,COMPLETE,EMP263,,CLIENT_28,,,False,False,-1731,none,
CLIENT_458_001,25-08-2025,19-10-2025,Client Project,COMPLETE,EMP27,EMP791,CLIENT_458,BI and Reporting;Data Engineering,Core Reporting,False,False,-251,none,BI and Reporting
CLIENT_308_004,08-05-2022,31-12-2025,Client Project,COMPLETE,EMP596,EMP596,CLIENT_308,,Core Reporting,False,False,-178,none,
CLIENT_25_017,02-01-2026,27-03-2026,Managed Services,COMPLETE,EMP167,EMP102,CLIENT_25,TechOps and Automation,Managed Service,False,False,-92,none,TechOps and Automation
CLIENT_343_003,19-01-2025,08-02-2025,Client Project,COMPLETE,EMP684,EMP237,CLIENT_343,Data Engineering,Core Reporting,False,False,-504,none,Data Engineering
CLIENT_222_001,04-08-2025,31-08-2025,Client Project,COMPLETE,EMP275,EMP781,CLIENT_222,Consulting;BI and Reporting,Core Reporting,False,False,-300,none,Consulting
CLIENT_89_002,06-01-2025,16-02-2025,Client Project,COMPLETE,EMP688,EMP244,CLIENT_89,BI and Reporting,Exit Support,False,False,-496,none,BI and Reporting
CLIENT_54_004,07-04-2026,30-06-2026,Client Project,DEAL WON,EMP937,EMP675,CLIENT_54,Data Engineering,Core Reporting,True,False,3,30_days,Data Engineering
CLIENT_31_001,03-11-2025,12-12-2025,Client Project,COMPLETE,EMP320,EMP535,CLIENT_31,Data Engineering;BI and Reporting,Core Reporting,False,False,-197,none,Data Engineering
CLIENT_9_200,29-02-2024,31-12-2025,Internal Project,COMPLETE,EMP98,EMP215,CLIENT_9,Software Development and LLMs,PE Services,False,False,-178,none,Software Development and LLMs
CLIENT_68_007,15-05-2025,27-06-2025,Client Project,COMPLETE,EMP604,EMP245,CLIENT_68,Consulting;BI and Reporting,Exit Support,False,False,-365,none,Consulting
CLIENT_93_002,08-04-2024,26-04-2024,Client Project,COMPLETE,EMP935,EMP245,CLIENT_93,Data Science,Value Creation,False,False,-792,none,Data Science
CLIENT_120_001,10-05-2022,24-06-2022,Client Project,COMPLETE,EMP903,EMP903,CLIENT_120,,,False,False,-1464,none,
CLIENT_459_001,05-01-2026,02-02-2026,Client Project,COMPLETE,EMP849,EMP749,CLIENT_459,Consulting;BI and Reporting;Data Engineering,Core Reporting,False,False,-145,none,Consulting
CLIENT_415_002,01-03-2023,29-09-2023,Client Project,COMPLETE,EMP408,EMP408,CLIENT_415,,Core Reporting,False,False,-1002,none,
CLIENT_61_003,20-07-2025,26-12-2025,Client Project,ACTIVE,EMP1031,EMP152,CLIENT_61,BI and Reporting,Exit Support,True,True,-183,none,BI and Reporting
CLIENT_20_019,30-01-2023,31-03-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_20,,,False,False,-1184,none,
CLIENT_87_006,02-02-2026,30-03-2026,Client Project,ACTIVE,EMP275,EMP348,CLIENT_87,BI and Reporting;Data Engineering;Consulting,Exit Support,True,True,-89,none,BI and Reporting
CLIENT_444_001,02-03-2026,16-03-2026,Client Project,COMPLETE,EMP557,EMP245,CLIENT_444,BI and Reporting;Data Engineering,Core Reporting,False,False,-103,none,BI and Reporting
CLIENT_39_033,28-03-2022,01-04-2022,Client Project,COMPLETE,EMP474,EMP474,CLIENT_39,,,False,False,-1548,none,
CLIENT_86_009,10-10-2022,21-10-2022,Client Project,COMPLETE,EMP661,EMP661,CLIENT_86,,,False,False,-1345,none,
CLIENT_460_001,01-04-2026,31-08-2026,Managed Services,ACTIVE,EMP479,EMP490,CLIENT_460,Data Engineering;TechOps and Automation,Managed Service,True,False,65,90_days,Data Engineering
CLIENT_8_006,01-05-2023,13-10-2023,Client Project,COMPLETE,EMP937,EMP937,CLIENT_8,,,False,False,-988,none,
CLIENT_9_025,01-01-2020,31-12-2022,Internal Project,COMPLETE,EMP958,EMP958,CLIENT_9,,,False,False,-1274,none,
CLIENT_209_001,12-06-2023,28-07-2023,Client Project,COMPLETE,EMP408,EMP408,CLIENT_209,,,False,False,-1065,none,
CLIENT_37_001,26-05-2024,30-06-2024,Client Project,COMPLETE,EMP1031,EMP20,CLIENT_37,,Core Reporting,False,False,-727,none,
CLIENT_461_001,04-05-2026,01-06-2026,Client Project,PROPOSE,EMP732,EMP357,CLIENT_461,Consulting,Value Creation,False,False,-26,none,Consulting
CLIENT_43_022,01-02-2019,28-02-2019,Client Project,COMPLETE,,,CLIENT_43,,,False,False,-2676,none,
CLIENT_42_005,10-04-2023,07-07-2023,Client Project,COMPLETE,EMP661,EMP661,CLIENT_42,,,False,False,-1086,none,
CLIENT_53_018,01-08-2024,31-12-2024,Client Project,COMPLETE,EMP215,EMP516,CLIENT_53,,Managed Services,False,False,-543,none,
CLIENT_292_007,01-02-2019,28-02-2019,Client Project,COMPLETE,EMP801,EMP801,CLIENT_292,,,False,False,-2676,none,
CLIENT_243_001,04-12-2023,15-12-2023,Client Project,COMPLETE,EMP688,EMP151,CLIENT_243,,Data Advisory,False,False,-925,none,
CLIENT_268_002,01-02-2024,07-06-2024,Client Project,COMPLETE,EMP836,EMP762,CLIENT_268,,Core Reporting,False,False,-750,none,
CLIENT_18_005,02-08-2021,31-08-2021,Client Project,COMPLETE,EMP263,,CLIENT_18,,,False,False,-1761,none,
CLIENT_169_005,22-12-2025,16-02-2026,Client Project,COMPLETE,EMP557,EMP167,CLIENT_169,BI and Reporting,Core Reporting,False,False,-131,none,BI and Reporting
CLIENT_279_003,05-01-2026,22-02-2026,Client Project,COMPLETE,EMP346,EMP762,CLIENT_279,Consulting,Core Reporting,False,False,-125,none,Consulting
CLIENT_292_001,20-01-2020,31-03-2020,Client Project,COMPLETE,EMP385,EMP385,CLIENT_292,,,False,False,-2279,none,
CLIENT_229_001,26-12-2022,05-02-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_229,Data Engineering,Managed Services,False,False,-1238,none,Data Engineering
CLIENT_19_013,07-04-2026,02-06-2026,Client Project,DEAL WON,EMP847,EMP68,CLIENT_19,BI and Reporting;Data Engineering,Value Creation,True,False,-25,30_days,BI and Reporting
CLIENT_18_018,02-01-2023,31-03-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_18,,,False,False,-1184,none,
CLIENT_9_222,05-08-2024,30-09-2024,Internal Project,COMPLETE,EMP791,EMP791,CLIENT_9,,,False,False,-635,none,
CLIENT_88_005,03-01-2023,10-02-2023,Client Project,COMPLETE,EMP474,EMP474,CLIENT_88,,,False,False,-1233,none,
CLIENT_245_001,05-05-2025,11-07-2025,Client Project,COMPLETE,EMP596,EMP749,CLIENT_245,BI and Reporting,Core Reporting,False,False,-351,none,BI and Reporting
CLIENT_72_016,09-02-2026,06-04-2026,Client Project,COMPLETE,EMP23,EMP64,CLIENT_72,BI and Reporting,Value Creation,False,False,-82,none,BI and Reporting
CLIENT_1_007,20-05-2024,24-05-2024,Client Project,COMPLETE,EMP173,EMP210,CLIENT_1,,Due Diligence,False,False,-764,none,
CLIENT_9_154,20-09-2022,02-12-2022,Internal Project,COMPLETE,EMP1036,EMP1036,CLIENT_9,,,False,False,-1303,none,
CLIENT_9_226,09-09-2024,31-12-2025,Internal Project,COMPLETE,EMP445,EMP428,CLIENT_9,,,False,False,-178,none,
CLIENT_462_001,16-06-2025,22-06-2025,Client Project,COMPLETE,EMP308,EMP308,CLIENT_462,Gen AI,Value Creation,False,False,-370,none,Gen AI
CLIENT_241_006,03-11-2025,06-02-2026,Client Project,COMPLETE,EMP276,EMP826,CLIENT_241,Data Engineering;BI and Reporting,Core Reporting,False,False,-141,none,Data Engineering
CLIENT_420_002,22-11-2024,20-12-2024,Client Project,COMPLETE,EMP333,EMP398,CLIENT_420,Data Science & ML,Due Diligence,False,False,-554,none,Data Science & ML
CLIENT_165_002,28-08-2020,08-09-2022,Client Project,COMPLETE,,,CLIENT_165,,,False,False,-1388,none,
CLIENT_9_163,16-01-2023,31-12-2024,Internal Project,COMPLETE,EMP903,EMP210,CLIENT_9,,,False,False,-543,none,
CLIENT_171_001,09-11-2020,03-01-2021,Client Project,COMPLETE,EMP173,EMP173,CLIENT_171,,Value Creation,False,False,-2001,none,
CLIENT_384_001,28-03-2024,03-05-2024,Client Project,COMPLETE,EMP306,EMP398,CLIENT_384,Analytical Engineering,Exit Support,False,False,-785,none,Analytical Engineering
CLIENT_122_009,18-05-2026,22-06-2026,Client Project,ACTIVE,EMP907,EMP366,CLIENT_122,Data Engineering;Full Stack Engineering,Core Reporting,True,True,-5,none,Data Engineering
CLIENT_223_005,02-06-2025,31-07-2025,Client Project,COMPLETE,EMP161,EMP428,CLIENT_223,Data Engineering,Core Reporting,False,False,-331,none,Data Engineering
CLIENT_9_096,02-05-2022,31-12-2022,Internal Project,COMPLETE,EMP210,EMP210,CLIENT_9,,,False,False,-1274,none,
CLIENT_463_002,01-06-2026,27-07-2026,Client Project,ACTIVE,EMP688,EMP215,CLIENT_463,Full Stack Engineering;BI and Reporting,Core Reporting,True,False,30,30_days,Full Stack Engineering
CLIENT_382_002,16-01-2023,12-02-2023,Client Project,COMPLETE,EMP638,EMP588,CLIENT_382,,,False,False,-1231,none,
CLIENT_120_024,01-05-2025,31-10-2025,Managed Services,COMPLETE,EMP210,EMP20,CLIENT_120,Data Engineering,Managed Services,False,False,-239,none,Data Engineering
CLIENT_20_022,01-11-2022,03-02-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_20,,,False,False,-1240,none,
CLIENT_9_061,14-02-2022,03-04-2022,Internal Project,COMPLETE,EMP762,EMP762,CLIENT_9,,,False,False,-1546,none,
CLIENT_457_001,13-04-2026,01-05-2026,Client Project,COMPLETE,EMP809,EMP348,CLIENT_457,BI and Reporting,Data Advisory,False,False,-57,none,BI and Reporting
CLIENT_211_004,27-10-2025,26-12-2025,Client Project,COMPLETE,EMP452,EMP676,CLIENT_211,Full Stack Engineering;Data Engineering;BI and Reporting,Core Reporting,False,False,-183,none,Full Stack Engineering
CLIENT_41_015,29-08-2023,15-09-2023,Client Project,COMPLETE,EMP54,EMP54,CLIENT_41,,Value Creation,False,False,-1016,none,
CLIENT_39_036,02-05-2022,02-05-2022,Client Project,COMPLETE,,,CLIENT_39,,,False,False,-1517,none,
CLIENT_36_003,08-12-2025,02-02-2026,Client Project,COMPLETE,EMP688,EMP636,CLIENT_36,BI and Reporting;Data Engineering,Core Reporting,False,False,-145,none,BI and Reporting
CLIENT_86_008,17-07-2022,28-10-2022,Client Project,COMPLETE,EMP768,EMP1011,CLIENT_86,,,False,False,-1338,none,
CLIENT_9_262,01-07-2025,08-09-2025,Internal Project,COMPLETE,EMP867,EMP867,CLIENT_9,,,False,False,-292,none,
